слово,дискретна тональність,усереднена тональність,дисперсія
рівень,0,0,0
рівний,0,"0,3333333333","0,7453559925"
рівність,1,"0,7777777778","0,6285393611"
рівнозначний,0,0,0
рівномірний,1,"0,6","0,4898979486"
рівноправний,1,"1,3333333333","0,4714045208"
рівноправність,1,1,0
рівняння,0,0,"0,8164965809"
рідина,0,0,0
рідкісний,-1,"-0,6666666667","1,0540925534"
рідкісний,0,0,"0,8164965809"
рідкість,0,0,0
ріднити,0,"0,3333333333","0,4714045208"
різкий,0,"-0,2","0,7483314774"
різкість,0,"-0,3333333333","0,4714045208"
різний,0,0,0
різниця,0,0,0
різнобічний,0,0,"0,8164965809"
різнокольоровий,0,"0,3333333333","0,4714045208"
різноманітний,1,"0,6666666667","0,4714045208"
різноманіття,0,0,0
різноплановий,0,0,0
річковий,0,0,0
річний,0,0,0
рішучий,1,"0,8888888889","0,7370277312"
рішучість,1,"0,6666666667","0,4714045208"
робота,0,"0,1666666667","0,3726779962"
роботодавець,0,"0,3333333333","0,4714045208"
робочий,0,0,0
родзинка,1,1,"0,8164965809"
родина,0,"0,3333333333","0,4714045208"
родич,0,0,0
родовище,0,0,0
родючий,-1,"-0,6666666667","1,2472191289"
родючий,1,"1,2","0,4"
роз'яснювальний,0,0,0
роз'яснювати,0,"0,3333333333","0,4714045208"
розбагатіти,1,1,0
розбещувати,-2,"-1,6666666667","0,4714045208"
розбивати,0,"-0,5","1,1180339887"
розбиватися,0,"-0,5","0,5"
розбирання,-1,"-0,8888888889","0,7370277312"
розбіжність,0,"-0,5","0,5"
розбійник,-1,"-0,6666666667","0,4714045208"
розбійницький,-1,-1,0
розбірливий,0,"0,3333333333","0,4714045208"
розв'язний,-1,"-1,3333333333","0,4714045208"
розв'язування,-1,"-0,6","0,4898979486"
розв'язувати,-1,"-0,6666666667","0,6666666667"
розвага,1,"0,6666666667","0,4714045208"
розважальний,1,"0,6666666667","0,4714045208"
розважливий,0,"-0,3333333333","0,4714045208"
розважливий,1,1,0
розвалювати,-1,"-1,3333333333","0,4714045208"
розвалюватися,-1,"-1,1666666667","0,6871842709"
розведення,0,0,0
розвивати,1,"0,6666666667","0,4714045208"
розвиватися,0,"0,4","1,0198039027"
розвідка,0,0,0
розвідник,0,0,0
розвідувальний,0,0,"0,4714045208"
розвідувати,0,0,0
розвінчання,-1,"-0,6666666667","0,4714045208"
розвінчувати,0,"-0,2","0,4"
розводити,-1,"-0,6666666667","0,7453559925"
розгадувати,0,0,0
розгляд,-1,"-0,6666666667","0,9428090416"
розгляд,0,0,0
розголос,0,0,"0,7071067812"
розголошуватися,0,"-0,3333333333","0,4714045208"
розгоратися,-1,"-0,8333333333","0,3726779962"
розгортання,0,0,0
розгортати,0,0,0
розгортатися,0,0,0
розгром,-1,-1,"0,8164965809"
розгромити,-1,-1,"0,8164965809"
роздавати,0,"-0,2","0,4"
роздавлювати,-1,"-0,6666666667","0,7453559925"
розділовий,0,0,0
розділяти,0,0,0
роздратування,-1,"-1,1111111111","0,3142696805"
роздратувати,-2,-2,0
роздрібний,0,0,0
роздувати,-1,"-1,3333333333","0,9428090416"
роззброєння,1,"1,25","0,4330127019"
розквіт,0,"0,3333333333","1,6996731712"
розкіш,-1,"-0,6666666667","0,4714045208"
розкішний,1,"1,3333333333","0,4714045208"
розклад,0,"-0,3333333333","0,4714045208"
розклад,0,0,0
розкладання,-1,"-1,3333333333","0,4714045208"
розкладатися,0,"-0,4","0,4898979486"
розкрадання,-1,"-1,3333333333","0,4714045208"
розкрадати,-2,"-1,6666666667","0,4714045208"
розкривати,0,"-0,2","0,4"
розкривати,0,"-0,5","0,8660254038"
розкритиковувати,-2,"-1,6666666667","0,4714045208"
розкручувати,0,0,0
розкуркулення,0,"-0,3333333333","0,9428090416"
розкутий,1,"0,6666666667","0,4714045208"
розлад,-1,"-0,6666666667","0,4714045208"
розлогий,0,"-0,3333333333","0,4714045208"
розлучатися,0,"-0,1111111111","0,7370277312"
розміщення,0,0,0
розміщувати,0,"0,1111111111","0,3142696805"
розмножуватися,0,"-0,1666666667","0,3726779962"
розмовний,0,0,0
розпадатися,0,"-0,4444444444","0,496903995"
розпалювання,-1,"-1,25","0,4330127019"
розпалювати,-1,"-0,6666666667","0,4714045208"
розписуватися,0,0,0
розплакатися,-1,-1,0
розплачуватися,-1,"-0,5714285714","0,7284313591"
розпливчастий,-1,"-0,6666666667","0,4714045208"
розповідатися,0,0,0
розподіл,0,0,0
розпоряджатися,0,"-0,1111111111","0,5665577237"
розпорядження,0,0,0
розправлятися,-1,"-0,8","0,7483314774"
розпродавати,0,"-0,3333333333","0,4714045208"
розпуста,-1,-1,0
розраховуватися,0,"-0,2","0,4"
розрахунок,0,0,0
розрізнений,-1,"-0,75","0,4330127019"
розробка,0,"0,3333333333","0,4714045208"
розробляти,0,0,0
розробник,0,"0,25","0,4330127019"
розруха,-2,"-1,6666666667","0,4714045208"
розсекречувати,1,"0,6666666667","0,4714045208"
розслідування,0,0,0
розслідувати,0,"0,1428571429","0,3499271061"
розсмішити,0,"0,3333333333","0,9428090416"
розстріл,-1,-1,"0,8164965809"
розстрілювати,-2,"-1,6666666667","0,4714045208"
розташовувати,0,"0,1666666667","0,3726779962"
розтин,0,"-0,25","0,4330127019"
розтління,-1,-1,0
розуміння,1,1,"0,8164965809"
розумний,1,1,0
розумний,1,"0,6666666667","0,4714045208"
розумниця,1,"1,3333333333","0,4714045208"
розумно,1,1,0
розумовий,0,"0,3333333333","0,6666666667"
розумовий,0,"0,4444444444","0,6849348892"
розформовувати,0,"-0,3333333333","0,4714045208"
розцінювати,0,"-0,3333333333","0,6666666667"
розчаровуватися,-1,"-1,2","0,4"
розчарування,-1,"-1,3333333333","0,4714045208"
розчинятися,0,0,0
розчленовувати,-2,"-1,6666666667","0,4714045208"
розчулення,0,0,"1,4142135624"
розширення,0,"0,3333333333","0,4714045208"
розширювальний,0,0,0
розшук,0,"-0,4","0,4898979486"
розшуковий,0,0,0
розшукувати,0,"-0,3333333333","0,4714045208"
роман,0,0,0
романтик,0,"0,4444444444","0,9558139186"
романтичний,1,"0,6666666667","0,4714045208"
романтичний,1,"1,3333333333","0,4714045208"
російський,0,0,0
рости,0,"0,3333333333","0,4714045208"
руб,0,0,0
рублевський,-1,"-0,6666666667","0,4714045208"
рубль,0,0,0
руїна,-1,-1,"0,8164965809"
руйнівний,-1,"-1,1666666667","0,3726779962"
руйнівний,-1,"-1,25","0,8291561976"
руйнування,-1,-1,"0,8164965809"
руйнувати,-2,"-1,6666666667","0,4714045208"
руйнуватися,-1,"-1,3333333333","0,4714045208"
рукопис,0,0,0
рулити,0,"-0,2","0,4"
румунський,0,0,0
русифікація,0,"-0,3333333333","0,4714045208"
русофіл,1,"0,6666666667","0,4714045208"
русофобія,0,"-0,3333333333","0,4714045208"
русофобський,-1,"-0,6666666667","0,4714045208"
рутинний,-1,-1,"0,8164965809"
рух,0,0,0
рухнути,-1,-1,"0,8164965809"
ручний,0,0,0
рюкзак,0,0,0
рябий,0,0,0
рядовий,0,"0,1111111111","0,3142696805"
рясний,1,"0,8888888889","0,5665577237"
рясний,1,"0,75","0,4330127019"
рятівник,1,"0,6666666667","0,4714045208"
рятувальний,0,"0,25","0,4330127019"
рятувальник,0,"0,4","0,4898979486"
садити,-1,-1,"0,8164965809"
сакральний,1,"0,8888888889","0,5665577237"
сакраментальне,0,0,"0,7071067812"
самарський,0,0,0
самий,0,"0,3333333333","0,4714045208"
самобутній,0,"0,3333333333","0,4714045208"
самобутність,0,"0,2222222222","0,4157397096"
самовідданий,0,0,"0,8164965809"
самовільний,-1,"-0,6666666667","0,4714045208"
самовпевнений,-1,-1,0
самогубець,-1,"-0,6666666667","0,4714045208"
самогубний,-2,"-1,6666666667","0,4714045208"
самогубство,-2,-2,0
самодержавство,0,"0,3333333333","0,4714045208"
самодостатній,1,1,0
самозакоханий,-1,"-1,3333333333","0,4714045208"
самозакоханий,-1,-1,0
самозваний,-1,-1,0
самокритичний,1,"0,6666666667","0,4714045208"
самомилування,-1,-1,0
самооборона,0,"0,25","0,4330127019"
самоокупний,1,1,0
саморегулюючий,0,"0,4285714286","0,4948716593"
саморобний,0,"-0,2","0,4"
самосвідомість,0,0,0
самостійний,0,"0,3333333333","0,4714045208"
самостійність,0,"0,3333333333","0,4714045208"
самотній,-1,"-0,6666666667","0,4714045208"
санітар,0,"0,3333333333","0,4714045208"
санітарний,0,"0,3333333333","0,4714045208"
санкт-петербурзький,0,0,0
санкція,0,0,0
сарай,0,0,0
саркастичний,-1,"-0,6666666667","0,4714045208"
сатана,-1,-1,"0,8164965809"
сатанинський,-2,"-1,6666666667","0,4714045208"
сатиричний,-1,"-0,6666666667","0,4714045208"
саудівський,0,"-0,3333333333","0,4714045208"
свавілля,-1,"-1,3333333333","0,4714045208"
сваритися,-1,"-1,1111111111","0,7370277312"
сварка,-1,-1,0
свастика,-1,"-0,6666666667","0,4714045208"
свердловина,0,0,0
свердловський,0,0,0
свиня,-1,-1,"0,8164965809"
свідок,0,0,0
свідомий,0,"0,3333333333","0,4714045208"
свідомість,0,0,0
свідомо,0,"0,3333333333","0,4714045208"
свідчити,0,0,0
свіженький,1,"0,6666666667","1,2472191289"
світлий,1,"0,6666666667","0,9428090416"
світлочутливий,0,0,0
світовий,0,"0,25","0,4330127019"
світський,0,"-0,1111111111","0,5665577237"
своєрідний,0,0,0
своєчасний,1,"0,6666666667","0,4714045208"
святенництво,-1,"-1,3333333333","0,4714045208"
святиня,1,"1,4","0,4898979486"
святість,1,"1,3333333333","0,4714045208"
святковий,1,1,0
святкування,1,1,0
свято,1,"0,6666666667","0,4714045208"
священний,1,"0,6","1,4966629547"
севастопольський,0,0,0
секретний,0,0,0
сексуальний,0,0,1
сексуальність,1,"0,6666666667","0,4714045208"
секта,0,"-0,4","0,4898979486"
селище,0,0,0
село,0,0,0
сельце,0,"0,2222222222","0,7856742013"
семінар,0,0,0
сенатор,0,0,0
сенс,0,0,0
сенсаційний,1,"1,1","0,7"
сенсація,0,"0,3333333333","0,4714045208"
сентиментальний,-1,-1,0
сепаратистський,0,0,"0,8164965809"
сербський,0,0,0
сервісний,0,0,0
середина,0,0,0
сержант,0,0,0
серіальний,-1,"-0,5714285714","0,7284313591"
серйозний,0,0,0
серйозність,0,0,0
серпень,0,0,0
серпуховський,0,0,0
сертифікат,0,0,0
серцевий,0,"0,2222222222","0,7856742013"
сестра,0,0,0
сибірський,0,0,0
сигналити,0,0,0
сигналізація,0,"-0,3333333333","0,4714045208"
сидіти,0,"-0,2","0,4"
сидячий,0,0,0
сила,0,"0,3333333333","0,4714045208"
сила-силенна,0,"0,3333333333","0,4714045208"
силовий,1,"0,6666666667","0,9428090416"
сильний,0,"-0,3333333333","0,4714045208"
сильнодіючий,0,0,"1,6329931619"
символ,0,0,0
символіка,0,0,0
символічний,0,0,"0,8164965809"
символічний,0,0,0
симпатизувати,1,"0,5555555556","0,8314794193"
симпатичний,1,1,0
симпатія,1,"0,6666666667","0,4714045208"
симптом,0,"0,25","0,4330127019"
син,-1,"-0,6666666667","0,9428090416"
синагога,0,0,0
синдром,0,"-0,3333333333","0,4714045208"
синтетичний,0,"-0,4444444444","0,496903995"
сирійський,0,0,0
сирітство,-1,-1,"0,6666666667"
сировина,0,0,0
систематичний,0,"-0,3333333333","0,4714045208"
системний,0,0,0
ситий,0,"0,3333333333","0,9428090416"
ситуація,0,0,0
сифіліс,-1,"-1,1111111111","0,8748897638"
сільрада,0,0,0
сільськогосподарський,0,0,0
сін,0,0,0
сінгапурський,0,0,0
сіоніст,0,"-0,25","0,4330127019"
сіоністський,0,"-0,3333333333","0,4714045208"
сірий,0,"-0,1428571429","0,3499271061"
сірість,-1,"-0,6666666667","0,4714045208"
січень,0,0,0
скажений,0,0,"1,4142135624"
скаженіти,-1,-1,0
сказ,-1,-1,"0,8164965809"
сказання,0,"0,3333333333","0,4714045208"
скальпель,0,0,0
скандал,-1,-1,0
скандальний,-1,-1,0
скандинав,0,"-0,1111111111","0,3142696805"
скандинавський,0,0,0
скандувати,0,"-0,3333333333","0,4714045208"
скаржитися,-1,"-0,6666666667","0,4714045208"
скасовувати,0,0,0
скасування,0,"-0,3333333333","0,4714045208"
скачувати,-1,"-0,5555555556","0,6849348892"
скелет,0,"-0,5","0,7637626158"
скептик,-1,"-0,6","1,0198039027"
скептичний,-1,"-0,75","0,4330127019"
скептично,-1,"-0,6666666667","0,4714045208"
скидання,-1,"-0,6666666667","0,7453559925"
скидатися,-1,"-0,6666666667","0,9428090416"
скидатися,0,0,0
скінхед,-1,"-0,6666666667","0,4714045208"
склад,0,"0,3333333333","0,4714045208"
складальний,0,0,0
складний,0,"0,5","0,5"
складність,0,"-0,3333333333","0,4714045208"
скликання,0,"0,1111111111","0,5665577237"
скнара,-1,-1,0
скороспішний,-1,-1,0
скорострільний,0,0,0
скоротати,0,"0,3333333333","0,4714045208"
скорочення,0,"-0,3333333333","0,4714045208"
скорочувати,-1,-1,"0,8164965809"
скорочуватися,-1,"-0,6666666667","0,4714045208"
скотина,-1,"-0,6666666667","0,9428090416"
скотитися,-1,"-1,2","0,4"
скраплювати,0,"-0,3333333333","0,4714045208"
скріншот,0,0,0
скромний,1,"0,6","1,0198039027"
скромність,0,"0,5","1,1180339887"
скрупульозний,1,"0,6666666667","0,4714045208"
скрутний,-1,"-0,6","0,4898979486"
скудний,-1,"-0,6666666667","0,4714045208"
скуповувати,0,0,0
скупчення,0,"-0,3333333333","0,4714045208"
слабенький,-1,-1,0
слабкий,-1,"-0,8333333333","0,3726779962"
слабкість,-1,-1,0
слаборозвинений,-1,-1,0
слабуватий,-1,-1,0
слабшати,-1,"-0,8888888889","0,3142696805"
славитись,1,"0,6666666667","0,4714045208"
славненько,1,1,0
славнозвісний,0,"-0,5","0,5"
сланцевий,0,0,0
слідство,0,0,0
слідчий,0,"-0,3333333333","0,4714045208"
слідчий,0,0,0
сліпий,-1,"-0,6666666667","0,4714045208"
сліпучий,1,"0,75","0,4330127019"
слобода,0,0,0
слов'янський,0,0,0
слуга,1,"0,6666666667","0,9428090416"
службовий,0,0,0
служити,0,0,0
слухання,0,0,"0,4714045208"
слухач,0,"0,3333333333","0,4714045208"
сльозливий,-1,"-0,6666666667","0,4714045208"
сльозогінний,0,"-0,5","0,5"
смакувати,0,"0,5","0,7637626158"
смарт,0,0,0
смачний,1,"1,3333333333","0,4714045208"
смердіти,-1,"-1,3333333333","0,4714045208"
смердючий,-2,-2,0
смертельний,-2,"-1,75","0,4330127019"
смертник,-2,"-1,8888888889","0,3142696805"
смертниця,-2,"-1,6666666667","0,4714045208"
смертність,-1,"-1,3333333333","0,4714045208"
смертоносний,-2,"-1,5555555556","0,496903995"
смерть,-1,"-0,6666666667","0,9428090416"
смисловий,0,0,0
сміливість,1,"1,3333333333","0,4714045208"
сміття,-1,-1,"0,8164965809"
сміхотворний,-1,"-0,6666666667","0,9428090416"
смішний,1,"0,6666666667","0,4714045208"
сміятися,0,"-0,3333333333","0,9428090416"
смутний,-1,"-0,8888888889","0,3142696805"
снайпер,-1,"-0,6666666667","0,4714045208"
снайперський,-1,"-0,5555555556","0,496903995"
снаряд,-1,-1,"0,894427191"
собівартість,0,0,0
совковий,-1,"-0,6666666667","0,4714045208"
содом,-2,"-1,6666666667","0,4714045208"
содомія,-1,"-0,6666666667","0,4714045208"
содомський,0,"-0,3333333333","0,4714045208"
сокира,0,0,0
сокирний,-1,-1,"0,8164965809"
соковитий,1,1,"0,8164965809"
солдат,0,0,0
солдатський,0,0,0
солідарність,0,"0,3333333333","0,4714045208"
солідний,1,"1,25","0,4330127019"
солоденький,0,"0,3333333333","0,9428090416"
солодкий,1,"0,8888888889","0,5665577237"
солодкість,0,"0,5","1,1180339887"
сомалійський,0,0,0
сонячний,1,"0,6666666667","0,4714045208"
соратник,0,"0,3333333333","0,4714045208"
сором'язливий,-1,"-0,6666666667","0,4714045208"
сором'язливий,0,"-0,3333333333","0,4714045208"
соромитися,0,"-0,3333333333","0,4714045208"
соромно,-2,"-1,6666666667","0,4714045208"
сортирний,-1,-1,"0,8164965809"
сотня,0,0,"0,5773502692"
соус,0,0,0
соціал-демократ,0,"-0,3333333333","0,4714045208"
соціал-демократичний,0,"0,3333333333","0,8164965809"
соціалізація,0,0,0
соціалістичний,0,0,0
соціальний,0,0,0
соціально-економічний,0,0,0
соціально-політичний,0,0,0
соціологічний,0,0,0
соціологія,0,"-0,3333333333","0,4714045208"
союз,0,0,0
союзний,0,"0,3333333333","0,4714045208"
союзницький,1,"0,6666666667","0,4714045208"
сп'яніння,0,"-0,3333333333","0,4714045208"
спад,-1,"-1,1111111111","0,7370277312"
спад,0,"0,3333333333","0,4714045208"
спадати,-1,-1,"0,7071067812"
спадати,0,0,1
спадати,0,"-0,25","0,4330127019"
спадщина,1,1,0
спалах,0,0,0
спалахливий,-1,"-1,3333333333","0,4714045208"
спасибі,1,"1,2222222222","0,9162456946"
спекотний,0,"-0,3333333333","0,4714045208"
спекулянт,-1,-1,0
спекуляція,-1,"-0,6666666667","0,4714045208"
сперечатися,0,0,"0,8164965809"
специфічний,0,0,0
специфічний,0,"-0,3333333333","0,6666666667"
спеціальний,0,0,0
спеціальність,0,0,0
спецназ,0,0,0
спецназівець,0,0,0
спиватися,-1,"-1,4444444444","0,496903995"
спиздити,-2,-2,0
спиратися,0,"0,3333333333","0,4714045208"
спирт,0,0,0
списання,0,"-0,3333333333","0,4714045208"
співавтор,0,0,0
співбесідник,0,"0,4","0,4898979486"
співвітчизник,0,0,0
співвласник,0,0,0
співголова,0,0,0
співгромадянин,0,0,0
співдружність,1,"0,6666666667","0,4714045208"
співзвучний,0,"0,2222222222","0,4157397096"
співкамерник,-1,"-0,6666666667","0,4714045208"
співпереживання,0,"0,3333333333","0,4714045208"
співпереживати,1,1,0
співпрацювати,0,"0,1111111111","0,7370277312"
співробітник,0,0,0
співробітниця,0,0,0
співрозмірний,0,0,0
співрозмовниця,0,0,0
співчувати,1,1,"0,4714045208"
співчуття,-1,-1,0
співчуття,0,"-0,3333333333","0,9428090416"
співчуття,0,0,"0,8164965809"
співчуття,1,1125,"0,3307189139"
спілкування,0,0,0
спільний,0,0,0
спільність,0,0,0
сплата,0,0,0
сплачувати,0,0,"0,6666666667"
сплеск,0,"-0,25","0,4330127019"
спливати,0,"-0,4","0,4898979486"
сповідувати,0,0,"0,5773502692"
сповільнювати,0,0,0
сповільнюватися,0,"-0,3333333333","0,4714045208"
споглядальний,0,"0,4444444444","1,0657403385"
споглядання,1,"0,6666666667","0,9428090416"
сподвижник,0,0,0
сподіватися,0,0,0
сподіватися,0,0,"0,8164965809"
сподобатися,1,"0,6","0,4898979486"
споживати,-1,"-0,6666666667","0,9428090416"
спокій,1,"0,6666666667","0,4714045208"
спокійний,0,"0,4444444444","1,3425606637"
спокійно,0,"0,3333333333","0,4714045208"
споконвічний,0,"0,5","0,5"
спокуса,0,0,"0,9428090416"
спокусливий,1,1,0
спокушати,0,"-0,3333333333","0,4714045208"
спонсор,0,0,0
спонтанний,0,"0,2222222222","0,6285393611"
спортивний,0,"0,3333333333","0,4714045208"
спорудження,0,0,0
спорядження,0,0,0
спосіб,0,0,0
спостереження,0,"-0,1111111111","0,5665577237"
спостерігач,0,0,0
спотворення,0,"-0,3333333333","0,4714045208"
спотворювати,0,0,"0,8164965809"
спочатку,0,"-0,2","0,4"
спочивати,0,"-0,3333333333","0,4714045208"
справді,1,"1,3333333333","0,4714045208"
справедливий,1,1,0
справедливість,0,"0,3333333333","0,9428090416"
справжній,0,"0,25","0,4330127019"
справжній,1,"0,6666666667","0,4714045208"
справжність,0,"0,3333333333","0,4714045208"
справи,0,"-0,3333333333","0,9428090416"
справлятися,1,"0,6666666667","0,4714045208"
справний,1,"0,6666666667","0,4714045208"
справно,1,"0,6666666667","0,4714045208"
спрацьовування,0,0,0
спрацювати,0,0,0
сприйняття,0,0,0
спричинити,0,"-0,3333333333","0,4714045208"
сприяння,0,"0,3333333333","0,6666666667"
сприяння,1,"0,7777777778","0,6285393611"
сприяти,0,"0,3333333333","0,4714045208"
сприяти,1,"0,6666666667","0,4714045208"
сприятливий,2,"1,6666666667","0,4714045208"
спроба,0,"-0,25","0,8291561976"
спробувати,1,"0,75","0,4330127019"
спровокувати,-1,-1,"0,8164965809"
спростовувати,0,"-0,3333333333","0,4714045208"
спростування,0,0,0
спрощувати,1,"0,6666666667","0,4714045208"
спуск,0,0,0
спусковий,0,0,0
ссати,-2,"-1,75","0,4330127019"
стабілізаційний,0,0,0
стабільний,0,"0,3333333333","0,4714045208"
стабільність,1,"0,6666666667","0,4714045208"
ставропольський,0,0,0
стагнація,0,0,"0,8164965809"
стадіон,0,0,0
стажування,0,0,0
сталевий,0,0,0
сталінградський,0,"0,25","0,4330127019"
сталініст,0,"-0,25","0,8291561976"
стамбульський,0,"0,1111111111","0,3142696805"
стан,0,"-0,3333333333","0,4714045208"
стандарт,0,0,0
стандартний,0,0,0
становище,0,0,0
станція,0,0,0
старанний,1,"0,8888888889","0,8748897638"
старанність,1,"0,5555555556","0,6849348892"
старечий,-1,"-0,6666666667","0,4714045208"
старовинний,1,"0,7142857143","0,8806305719"
старомодний,0,"-0,3333333333","0,4714045208"
статистичний,0,0,0
стаціонар,0,0,0
стверджувати,0,0,0
створення,0,0,0
створюватися,0,0,0
стеження,0,0,0
стереотип,0,"-0,3333333333","0,4714045208"
стереотипний,-1,-1,"0,6666666667"
стерильний,0,"0,5","0,5"
стилістичний,0,0,0
стиль,0,0,0
стимулювати,0,"0,25","0,4330127019"
стихійний,0,0,0
стійкий,1,"0,6666666667","1,2472191289"
стійкий,1,"0,6666666667","0,4714045208"
стійкість,1,"0,6666666667","0,4714045208"
стійкість,2,"1,6666666667","0,4714045208"
стікати,0,0,0
сто,0,0,0
стовбур,0,"-0,3333333333","0,4714045208"
стогнати,-1,-1,0
стоїчний,0,"0,2","0,7483314774"
стокгольмський,0,0,0
столиця,0,0,0
столичний,0,"0,2","0,4"
стоматолог,0,0,0
стоматологічний,0,0,0
стопудовий,1,"0,6","0,8"
сторона,0,0,0
сторонній,-1,"-0,6666666667","0,6666666667"
сторонній,0,"-0,1666666667","0,3726779962"
стосуватися,0,0,0
стояти,0,0,0
страждання,-1,-1375,"0,4841229183"
страйк,-1,"-1,3333333333","0,4714045208"
стратегічний,0,0,0
стратегія,1,"0,6666666667","0,9428090416"
стратити,-1,"-1,3333333333","0,4714045208"
страховик,0,0,0
страхування,0,0,0
страшненький,-1,"-1,3333333333","0,4714045208"
стресовий,-1,-1,0
стримування,-1,"-0,75","0,8291561976"
стримувати,0,"0,1111111111","0,7370277312"
стрілка,0,0,0
стріляти,-1,-1,"0,8164965809"
стрімкий,0,0,"1,2247448714"
стрічка,0,0,0
строгість,-1,-1,"0,8164965809"
строкатий,0,"0,3333333333","0,4714045208"
структура,0,0,0
стрункий,1,"0,6666666667","0,4714045208"
струс,-1,"-0,7777777778","0,4157397096"
студент,0,0,0
стурбованість,-1,"-0,6666666667","0,4714045208"
стурбувати,-1,"-0,6666666667","0,4714045208"
стягнення,0,"-0,3333333333","0,4714045208"
стягувати,0,"-0,5","0,5"
стягуватися,0,0,0
суб'єкт,0,0,0
суб'єктивний,0,"-0,3333333333","0,4714045208"
субкультура,0,0,0
субмарина,0,0,0
субсидія,0,0,0
суверенітет,0,"0,4444444444","0,6849348892"
суверенний,0,0,0
суворий,0,0,0
суд,0,0,0
суддя,0,"0,3333333333","0,4714045208"
суджений,-1,-1,"0,8164965809"
судимість,0,"-0,3333333333","0,4714045208"
судитися,-1,-1,"0,8164965809"
суднобудівний,0,0,0
суднобудування,0,0,0
судновий,0,0,0
судовий,0,"-0,3333333333","0,4714045208"
судово-медичний,0,0,0
судомний,-1,-1,0
судочинство,0,0,0
суїцид,-1,"-1,3333333333","0,4714045208"
сукупний,0,0,0
султан,1,"0,6666666667","0,9428090416"
сумарний,0,0,0
сумбурний,-1,-1,0
сумісний,0,"0,3333333333","0,4714045208"
суміш,0,0,0
сумлінний,1,"1,1111111111","0,8748897638"
сумний,-1,"-1,3333333333","0,4714045208"
сумнів,0,"-0,3333333333","0,4714045208"
сумніватися,0,"-0,3333333333","0,4714045208"
сумнівний,-1,"-0,7777777778","0,4157397096"
сумно,-2,"-1,6666666667","0,4714045208"
сумувати,-1,-1,"0,8164965809"
сунітський,0,"-0,4444444444","0,6849348892"
супер,1,"1,3333333333","0,4714045208"
суперечливий,0,"-0,3333333333","0,4714045208"
суперник,0,"-0,3333333333","0,4714045208"
суперництво,-1,"-0,6666666667","0,9428090416"
суперсучасний,1,"1,3333333333","0,9428090416"
супровід,0,0,0
супроводжувати,0,0,0
супроводжуватися,0,"-0,2","0,4"
супротивитися,-1,"-0,6666666667","0,4714045208"
супутниковий,0,0,0
сусідній,0,0,"0,4714045208"
суспільно-політичний,0,0,"0,4714045208"
суспільство,0,0,0
сутенер,-2,"-1,6666666667","0,4714045208"
сутичка,-1,"-0,6666666667","0,4714045208"
сутність,0,"-0,3333333333","0,4714045208"
сухопутний,0,0,0
суцільно,0,0,0
сучасний,0,0,0
сучий,-2,-2,0
сущий,0,0,0
сфальсифікувати,-1,"-1,3333333333","0,4714045208"
сфера,0,0,0
сформулювати,0,"0,3333333333","0,4714045208"
схвалення,1,"0,6666666667","0,9428090416"
схвальний,1,1,0
схвалювати,1,1,"0,8164965809"
схематичний,0,0,0
схилятися,0,-125,"0,7806247498"
східний,0,0,0
східноєвропейський,0,0,0
сход,0,0,0
схожий,0,0,0
схожість,0,0,0
схоплювати,0,"0,3333333333","0,4714045208"
схоплюватися,0,0,0
сцена,0,0,0
сюжет,0,0,0
сюрприз,0,0,"0,8164965809"
сюрреалістичний,-1,"-0,6666666667","0,9428090416"
табір,0,"-0,2","0,4"
таблиця,0,0,0
таганський,0,0,0
таджицький,0,0,0
таємниця,0,"-0,2222222222","0,4157397096"
тайванський,0,"-0,1111111111","0,3142696805"
тактичний,0,0,0
тактовний,1,"0,6666666667","0,4714045208"
талановитий,1,1,0
талліннський,0,0,0
тамбовський,0,0,0
тамтешній,0,"-0,3333333333","0,4714045208"
танк,0,0,0
танкіст,0,0,0
танковий,0,"-0,2222222222","0,6285393611"
тариф,0,0,0
татарин,0,0,0
татуювання,0,0,0
тачка,0,0,0
тваринництво,0,0,0
тварюка,-2,"-1,6666666667","0,4714045208"
твердження,0,0,"0,8164965809"
твердий,-1,"-0,6666666667","0,9428090416"
тверезість,0,"0,3333333333","0,9428090416"
тверезомислячий,1,1,0
твір,0,"0,25","0,4330127019"
творитися,0,"0,3333333333","0,4714045208"
творчість,1,"0,6666666667","0,7453559925"
телебачення,0,0,0
телевізійний,0,0,0
телевізор,0,0,0
телеглядач,0,0,0
телеграма,0,0,0
телеекран,0,"-0,2222222222","0,4157397096"
телезірка,0,"-0,3333333333","0,4714045208"
телеканал,0,0,0
телекомпанія,0,0,0
телекомунікаційний,0,0,0
телепередача,0,0,0
телепрограма,0,0,0
телецентр,0,0,0
тематика,0,0,0
темрява,0,"-0,3333333333","0,4714045208"
теологія,0,0,0
теоретичний,0,0,0
теорія,0,"0,1111111111","0,5665577237"
тепловий,0,"-0,1111111111","0,3142696805"
терапевт,0,"0,1111111111","0,3142696805"
терапія,-1,"-0,6666666667","0,9428090416"
терзати,-1,"-1,3333333333","0,4714045208"
територіальний,0,0,0
територія,0,0,0
термін,0,0,0
термінал,0,0,0
терміновий,0,"-0,25","0,4330127019"
термоядерний,0,0,0
тернистий,-1,"-0,6666666667","0,4714045208"
тероризувати,-1,"-1,3333333333","0,4714045208"
терорист,-2,"-1,75","0,4330127019"
терористичний,-1,-1,0
терористка,-2,-2,0
